"site","x","rain1","rain1_p_ind","var","comparison","d050","d025","d975"
"Ln",9,20,7,"tn","SvR",0.228833898839235,-0.997089097367319,1.0987235581087
"L4",1,0,1,"tn","NvS",0.196770402803396,0.126709107405817,0.275861206395529
"L4",2,2,3,"tn","NvS",0.128566012286213,0.0609748619688208,0.204380713938528
"L4",3,8,5,"tn","NvS",0.00481376115291798,-0.0782831475113474,0.0901921140908489
"L4",4,20,7,"tn","NvS",-0.145009195497377,-0.272574329636269,-0.0330746696374243
"L4",6,0,1,"tn","SvR",-0.46224048680015,-1.28929605129902,0.0664919146904005
"L4",7,2,3,"tn","SvR",-0.384323299898893,-1.36303029663515,0.247628727591028
"L4",8,8,5,"tn","SvR",-0.238512999476813,-1.41419163466149,0.526875830215532
"L4",9,20,7,"tn","SvR",-0.0586120974851034,-1.38908375043418,0.835921741328617
"Ls",1,0,1,"tn","NvS",0.328045053672616,0.213756275839796,0.457263492336546
"Ls",2,2,3,"tn","NvS",0.220771940017823,0.106007138031869,0.346248452316046
"Ls",3,8,5,"tn","NvS",0.0084478676937616,-0.139932227792952,0.157090229887231
"Ls",4,20,7,"tn","NvS",-0.262474924633166,-0.508471288971546,-0.0586756177708837
"Ls",6,0,1,"tn","SvR",-0.547637393718042,-1.38552744711016,-0.00414637934571722
"Ls",7,2,3,"tn","SvR",-0.433044790327879,-1.44589033708193,0.241664802751783
"Ls",8,8,5,"tn","SvR",-0.20810536558441,-1.40989207173554,0.624077866665692
"Ls",9,20,7,"tn","SvR",0.0849213171631517,-1.29797285640573,1.10188248040168
"L1",1,0,1,"tn","NvS",0.0453698144944417,0.0259799951302846,0.0715920366411576
"L1",2,2,3,"tn","NvS",0.0306672549833107,0.0136653176209426,0.0541245664685982
"L1",3,8,5,"tn","NvS",0.00121313737839002,-0.0194707054311661,0.0238139046082466
"L1",4,20,7,"tn","NvS",-0.0365133800455383,-0.0731802676482168,-0.00848456194008396
"L1",6,0,1,"tn","SvR",-0.575896997716628,-1.4545340243889,0.0348803567597207
"L1",7,2,3,"tn","SvR",-0.548074222510688,-1.59715041447909,0.197987844012135
"L1",8,8,5,"tn","SvR",-0.466111702477392,-1.73678616382783,0.470045869284933
"L1",9,20,7,"tn","SvR",-0.35606503314963,-1.81798009824017,0.744218054324005
"D8",1,0,1,"nox","NvS",0.0996533193852808,0.0414930840162031,0.162762479920091
"D8",2,2,3,"nox","NvS",0.0013837547964981,-0.0509309241414538,0.0554012312018987
"D8",3,8,5,"nox","NvS",-0.0985097412368369,-0.158414744725453,-0.044001303143086
"D8",4,20,7,"nox","NvS",-0.177782004042052,-0.25072453558199,-0.113363171080346
"D8",6,0,1,"nox","SvR",-0.172917414024117,-1.13061207349928,0.363184512256266
"D8",7,2,3,"nox","SvR",-0.0238115822995582,-0.946331944246545,0.497752786856098
"D8",8,8,5,"nox","SvR",0.12553479213118,-0.76910331930897,0.630844980254908
"D8",9,20,7,"nox","SvR",0.238949358383661,-0.631386016504187,0.733213614984345
"D4",1,0,1,"nox","NvS",0.0608544832929047,0.0251181376981779,0.100012808196992
"D4",2,2,3,"nox","NvS",0.00083283327742939,-0.0304835086995083,0.0337003977971109
"D4",3,8,5,"nox","NvS",-0.0583171627816342,-0.0928276244344204,-0.0262575197713336
"D4",4,20,7,"nox","NvS",-0.104496453786449,-0.146133645407649,-0.0665697604453238
"D4",6,0,1,"nox","SvR",-0.05966558135874,-1.09996701069483,0.534693958201326
"D4",7,2,3,"nox","SvR",0.0412203577051113,-0.967590147696316,0.622161810779733
"D4",8,8,5,"nox","SvR",0.138631270407029,-0.834960918363361,0.705350423850968
"D4",9,20,7,"nox","SvR",0.212749731297046,-0.737427844019188,0.766968998654026
"Ln",1,0,1,"nox","NvS",0.211638058468046,0.0895482404717121,0.35425500969911
"Ln",2,2,3,"nox","NvS",0.00328817552931657,-0.126692148287641,0.131227120645085
"Ln",3,8,5,"nox","NvS",-0.267080640485944,-0.439190098064076,-0.1146454904317
"Ln",4,20,7,"nox","NvS",-0.522219776310549,-0.754490699070085,-0.321170041736134
"Ln",6,0,1,"nox","SvR",-0.708044520092346,-1.80536534809049,-0.0334177716293655
"Ln",7,2,3,"nox","SvR",-0.364897192230642,-1.44377717342766,0.308712493699385
"Ln",8,8,5,"nox","SvR",0.0341626355875156,-1.03690294654604,0.726277556588958
"Ln",9,20,7,"nox","SvR",0.393157527761804,-0.672492842105017,1.09056207461501
"L4",1,0,1,"nox","NvS",0.0832395029212354,0.033520913672193,0.147972440498905
"L4",2,2,3,"nox","NvS",0.00126131643230065,-0.047140404347599,0.0529171079446859
"L4",3,8,5,"nox","NvS",-0.0994505374187436,-0.164265396196142,-0.0432311513666862
"L4",4,20,7,"nox","NvS",-0.192560810074602,-0.277736196325929,-0.117888667453272
"L4",6,0,1,"nox","SvR",-0.687976418916315,-1.85898406390089,0.0535238631896404
"L4",7,2,3,"nox","SvR",-0.454771948563221,-1.61728019909456,0.289323368366178
"L4",8,8,5,"nox","SvR",-0.199824819631376,-1.32732584695214,0.543876743362809
"L4",9,20,7,"nox","SvR",0.0120228705274729,-1.13106665399686,0.764582490588299
"Ls",1,0,1,"nox","NvS",0.144729823758942,0.0587696843393167,0.25451596571818
"Ls",2,2,3,"nox","NvS",0.00228403623215154,-0.0852617857570028,0.0935805484597067
"Ls",3,8,5,"nox","NvS",-0.18000608140834,-0.303199048617429,-0.0774093542504817
"Ls",4,20,7,"nox","NvS",-0.35360142243595,-0.514009881385799,-0.214986299450361
"Ls",6,0,1,"nox","SvR",-0.711486233281939,-1.91101444434565,0.0546551997428113
"Ls",7,2,3,"nox","SvR",-0.417399123961954,-1.61272779599407,0.368375794775272
"Ls",8,8,5,"nox","SvR",-0.0817219552430292,-1.29362551825662,0.717560306590378
"Ls",9,20,7,"nox","SvR",0.204439820565498,-1.02029237119723,1.04169204757418
"L1",1,0,1,"nox","NvS",0.0151883563327422,0.00147166163688435,0.0342939608223661
"L1",2,2,3,"nox","NvS",0.000222794339475113,-0.0103197055598445,0.0123440173394842
"L1",3,8,5,"nox","NvS",-0.0223342964206188,-0.0410108628144742,-0.00759332128950904
"L1",4,20,7,"nox","NvS",-0.04610053026717,-0.0732482355121332,-0.0217888630510586
"L1",6,0,1,"nox","SvR",-0.930418479063687,-2.10417505470709,-0.109358497712305
"L1",7,2,3,"nox","SvR",-0.742492039886977,-1.9188576712904,0.100371450633679
"L1",8,8,5,"nox","SvR",-0.520848767572461,-1.69290998667445,0.352270851030439
"L1",9,20,7,"nox","SvR",-0.335831555727038,-1.50926486273463,0.562449655314273
